time,open,high,low,close,volume,atr,ema20,ema50,ema200,sma50,rsi,bb_upper,bb_middle,bb_lower,bb_width,bb_pct,adx,price_dist_ema20_atr,price_dist_ema50_atr,ema20_dist_ema50_atr,range_5,range_20,range_5_atr,range_20_atr,body_pct,upper_wick_pct,lower_wick_pct,vol3_change,hour,day_of_week,london_session,ny_session,asian_session,target
1780200000,4533,4534.8,4533,4533.8,26.8025,1.0156088355912545,4540.5239793097535,4539.6618874080095,4511.378886981788,4534.589999999999,49.57648531477085,4535.76610249065,4533.6,4531.433897509351,0.0009555772413313002,0.5461658672346159,10.326806240489924,-6.620638846489379,-5.7717963871363445,0.8488424593530343,0.9000000000005457,5.800000000000182,0.8861679501602553,5.710860123251695,0.4444444444445006,0.5555555555554994,0,0.0000441150520557213,4,0,0,0,1,1
1780200900,4533.8,4533.9,4533.8,4533.9,5.0278,0.9502082044775545,4540.70264794692,4539.651617313578,4511.474619449631,4534.503999999998,50.16934908309878,4535.792732443502,4533.655000000001,4531.517267556499,0.0009430503395170521,0.5573037099997586,9.727451804051093,-7.1591130395050415,-6.053007421400423,1.106105618104618,2.100000000000364,5.800000000000182,2.2100419572308265,6.103925405684273,1,0,0,0.00008823205029218841,4,0,0,0,1,0
1780201800,4533.9,4534.6,4532.7,4532.7,32.2973,1.0180504755863395,4540.750014809118,4539.716259771869,4511.698752589436,4534.397999999998,43.55184413576054,4535.798361451761,4533.625,4531.451638548239,0.0009587742487570912,0.2871960047761911,9.913984198074616,-7.907284562174022,-6.891858449187478,1.0154261129865432,2.100000000000364,5.800000000000182,2.062766091033829,5.697163489521195,0.6315789473681439,0.3684210526318561,0,-0.00006618133686304476,4,0,0,0,1,0
1780202700,4532.6,4532.8,4531.3,4531.7,2.0692,1.0524754416158868,4540.773822922535,4539.731308408266,4511.923640623371,4534.288,38.94208298485086,4535.855508792285,4533.594999999999,4531.334491207714,0.0009972257302585216,0.08084657611895049,10.882054866632972,-8.621410594250165,-7.630874879071488,0.9905357151786778,2.100000000000364,5.800000000000182,1.995295963178192,5.510817422110415,0.6000000000003638,0.13333333333321207,0.26666666666642413,-0.00046318761303991435,4,0,0,0,1,1
1780203600,4531.7,4535.1,4531.7,4533.9,44.5942,1.220155767214791,4540.652506453723,4539.73008062755,4512.170171562442,4534.222,51.18381965462629,4535.850345594599,4533.679999999999,4531.5096544053995,0.0009574321939792373,0.550683172428309,10.16353771562663,-5.534134768003264,-4.778144548591769,0.7559902194114959,3.5,5.800000000000182,2.8684862163044427,4.7534914441617975,0.6470588235292544,0.3529411764707456,0,0,5,0,0,0,1,1
1780204500,4533.8,4541.8,4533.3,4541.8,39.8699,1.740144640985163,4540.847505839082,4539.717136289214,4512.455045477243,4534.316,72.50313695415295,4538.244899755765,4534.129999999999,4530.0151002442335,0.0018150779778108223,1.4319789612437066,12.008999423167731,0.5473649365024499,1.1969486108964624,0.6495836743940124,3.800000000000182,5.800000000000182,2.1837265193362634,3.3330562663552943,0.9411764705882353,0,0.058823529411764705,0.002007633419374846,5,0,0,0,1,1
1780205400,4541.8,4543.6,4540.7,4542.5,50.944,1.8229914523434048,4540.852505282979,4539.743915258265,4512.676388308316,4534.4259999999995,73.60319717156227,4540.06156858161,4534.61,4529.158431418389,0.002404426657026931,1.2236449364881279,14.159528344552166,0.903731454639067,1.5118473200696863,0.6081158654306191,10.5,10.5,5.759763704049486,5.759763704049486,0.24137931034471943,0.37931034482764026,0.37931034482764026,0.0023832115982964854,5,0,0,0,1,1
1780206300,4542,4543.8,4542,4542.9,35.6808,1.8213492057474603,4540.723695256029,4539.730428385392,4512.877618275397,4534.568,74.23745909123247,4541.58144497002,4535.11,4528.638555029979,0.002853930762438158,1.1018748545408197,16.203194387198224,1.1948860422280756,1.740232792594554,0.5453467503664785,12.300000000000182,12.300000000000182,6.753235437326477,6.753235437326477,0.49999999999974737,0.5000000000002527,0,0.001985045986898697,5,0,0,0,1,0
1780207200,4543.3,4543.3,4541.6,4541.6,12.474,1.8126814053369145,4540.607152850693,4539.713548840867,4513.107691725393,4534.702,68.4785538355479,4542.524173725463,4535.49,4528.455826274537,0.0031018362847070576,0.9343082953640306,17.858448328669628,0.547722918315643,1.040696480683024,0.49297356236738094,12.5,12.5,6.895861546986347,6.895861546986347,1,0,0,-0.00004403540446514996,6,0,0,0,1,1
1780208100,4541.6,4542.1,4541.6,4541.7,1.5263,1.7189184478128492,4540.530281150627,4539.7208606510285,4513.343436086335,4534.806,68.67982536219293,4543.266592854672,4535.74,4528.213407145327,0.0033187937821269934,0.8959294806480862,19.395469845750217,0.6804970013911985,1.151386414806116,0.4708894134149174,12.100000000000364,12.5,7.039310105372595,7.272014571665685,0.1999999999989086,0.8000000000010914,0,-0.0001761144744084055,6,0,0,0,1,1
1780209000,4541.7,4543.6,4541.7,4542.7,17.1806,1.7318528443976846,4540.460730564853,4539.727885723537,4513.5250934387095,4534.938,70.69495626788496,4544.224221122353,4536.12,4528.015778877647,0.003573195207513474,0.9059612824390375,21.22846256040403,1.292990592353309,1.7161471230522194,0.42315653069891046,10.5,12.5,6.062870776790369,7.21770330570282,0.5263157894735331,0.473684210526467,0,-0.000044024741904910544,6,0,0,0,1,1
1780209900,4542.7,4544.6,4542.7,4544,15.5844,1.7438633555121748,4540.435899082487,4539.7464000088885,4513.690017882105,4535.102,73.11650315750538,4545.345495430213,4536.565,4527.784504569786,0.003870988481467236,0.9233815767625451,23.177901848491537,2.043795981059843,2.439181933416008,0.39538595235616525,3.100000000000364,12.5,1.7776622177429091,7.167992813478631,0.6842105263156887,0.3157894736843113,0,0.0005284481240090796,6,0,0,0,1,1
1780210800,4544.1,4545.3,4543.4,4544.1,12.6856,1.7550159729756298,4540.413432503202,4539.756345106579,4513.831410739,4535.276,73.2992773424541,4546.354580869006,4537.02,4527.685419130995,0.0041148511000637196,0.8792350240120738,25.154897131159768,2.1005891419597242,2.47499450734729,0.37440536538756614,3,13.300000000000182,1.709386151576444,7.578278605322338,0,0.6315789473681439,0.3684210526318561,0.0005284364885396538,7,0,0,0,1,0
1780211700,4544.1,4544.4,4543.5,4543.5,8.1276,1.6939434034773446,4540.488343693373,4539.679625690635,4514.037068343587,4535.436,70.21471761008223,4547.085262325876,4537.555,4528.0247376741245,0.004200615673364096,0.8119011731638445,26.990678465065983,1.7778966525353561,2.2553140214265306,0.47741736889117437,3.699999999999818,14,2.1842524327580364,8.264738934760544,0.6666666666673403,0.33333333333265963,0,0.00017610672067276773,7,0,0,0,1,0
1780212600,4543.5,4543.5,4538.3,4541.3,114.9093,1.944376017514664,4540.718025246385,4539.57062076159,4514.172022887432,4535.554,60.20973533074794,4547.422067285144,4537.9400000000005,4528.457932714857,0.004179018358613725,0.6771765533273539,25.667479179605984,0.2993118349397788,0.8894263366919856,0.5901145017522068,3.699999999999818,14,1.9029241086450057,7.200253384062537,0.4230769230769029,0,0.5769230769230971,-0.0005941901408450304,7,0,0,0,1,1
1780213500,4541.3,4542.3,4540.8,4542.3,12.8923,1.9126348734064738,4541.011546651491,4539.403145437606,4514.283744052731,4535.697999999999,62.80417942512546,4547.802523572349,4538.390000000001,4528.9774764276535,0.004147957126799462,0.7077020030784208,24.438794128821698,0.6736535898326528,1.514588384156381,0.8409347943237281,7,14,3.659872617261621,7.319745234523242,0.6666666666666666,0,0.3333333333333333,-0.0003961180431769067,7,0,0,0,1,1
1780214400,4542.3,4542.8,4542,4542.8,0.8507,1.833160953877453,4541.200923160873,4539.281453459661,4514.449079932803,4535.853999999999,64.06580391310133,4548.160219201289,4538.865000000001,4529.569780798713,0.004095834179376602,0.7116679507382782,23.49652375169872,0.8723057491188623,1.919387674550287,1.0470819254314245,7,14,3.818540857088292,7.637081714176584,0.6249999999998579,0,0.3750000000001421,-0.00015406624848680932,8,0,1,0,1,0
1780215300,4542.8,4542.8,4542.7,4542.8,1.014,1.7093637428862323,4541.410359050314,4539.180219990654,4514.600830381233,4535.994,64.06580391310133,4548.44133149902,4539.325000000001,4530.208668500982,0.004016602247699381,0.6905920161181829,22.6215584015131,0.8129580116986238,2.117618338642202,1.3046603269435781,7,14,4.095090953655432,8.190181907310864,0,0,1,0.00033030189593288265,8,0,1,0,1,0
1780216200,4542.8,4542.8,4542,4542.1,4.475,1.644409189822943,4541.466515331236,4539.02021136357,4514.740125601321,4536.1179999999995,60.72171805478185,4548.53690753766,4539.755,4530.97309246234,0.003868890518391463,0.6335131342446965,21.435512526099004,0.3852354223539391,1.872884593136065,1.487649170782126,6.099999999999454,14,3.709538986860232,8.513696035417688,0.8749999999995737,0,0.12500000000042633,-0.0000440305572066614,8,0,1,0,1,0
1780217100,4542.1,4542.1,4542,4542.1,0.8079,1.5340942476927588,4541.42208529969,4538.835105035587,4514.8879850480735,4536.242,60.72171805478185,4548.472420952725,4540.210000000001,4531.947579047277,0.0036396646642881773,0.6143732575968749,20.334184213214485,0.4418989911019882,2.128223197058373,1.6863242059563848,5.199999999999818,14,3.3896222528834157,9.12590606545567,0,0,1,-0.0001540899885532751,8,0,1,0,1,1
1780218000,4542.1,4542.4,4542,4542.4,10.9541,1.4530875157146785,4541.324743842576,4538.708238171446,4515.0781543510775,4536.39,61.71499962233991,4548.403349792455,4540.64,4532.876650207546,0.003419495838672254,0.6133531302241427,19.464808609988985,0.7399803148778424,2.5406328171071086,1.800652502229266,2,14,1.3763795906100886,9.63465713427062,0.7499999999988631,0,0.25000000000113687,-0.00008805142203058591,9,0,1,0,0,0
1780218900,4542.4,4542.4,4540.9,4541.2,9.9637,1.4564384074493444,4541.274768238522,4538.629483733351,4515.233595601316,4536.512000000001,55.65253119941803,4548.126369250363,4541.005,4533.883630749638,0.0031364727633475305,0.5136911872663943,18.130392209119677,-0.05133635458892986,1.7649330404234542,1.816269395012384,0.8000000000001819,14,0.5492851574830543,9.612490255951265,0.7999999999998787,0,0.20000000000012128,-0.00019814623191927646,9,0,1,0,0,0
1780219800,4541.2,4541.2,4540.5,4541,6.7313,1.402407092631521,4541.162885549139,4538.491072606553,4515.392465296825,4536.648000000001,54.68828814089831,4547.439169377913,4541.42,4535.400830622088,0.002650787365146794,0.4651114652512292,17.11362870683071,-0.11614712303925084,1.7890150489323575,1.9051621719716083,1.9000000000005457,14,1.3548134560809484,9.982835992172541,0.2857142857141001,0,0.7142857142858999,-0.00024217872790127114,9,0,1,0,0,0
1780220700,4541,4541,4538.5,4539.5,24.7792,1.480806586014984,4540.909277401602,4538.32671681806,4515.523883552578,4536.764000000001,47.97463058547632,4545.988947235848,4541.81,4537.631052764153,0.0018402122659678726,0.2236146008036667,17.16154460917495,-0.9516957953261187,0.7923270959358621,1.7440228912619808,2.300000000000182,14,1.5532075706049762,9.454306951507803,0.6,0,0.4,-0.0006384290243042524,9,0,1,0,0,1
1780221600,4539.5,4542.8,4539.5,4542.7,1.2805,1.6107489727282123,4540.670298601449,4538.098218119312,4515.648024014741,4536.918000000001,59.41980444540693,4544.331826121462,4542.25,4540.168173878538,0.000916649731503878,0.6080781904311616,16.172382945931624,1.2600979003656634,2.856920574590454,1.5968226742247906,3.899999999999636,13.600000000000364,2.421233889346517,8.443277152593996,0.9696969696968611,0.030303030303138873,0,0.00033030916938254205,10,0,1,0,0,0
1780222500,4542.7,4542.7,4540.4,4540.9,2.4163,1.6599811889619245,4540.501698734644,4537.937503683261,4515.766949148923,4537.036,52.43242431744381,4544.361362678215,4542.205,4540.048637321785,0.0009494783604946819,0.19740711681201936,15.25387568720568,0.23994324032330572,1.784656559024934,1.5447133187016282,4.300000000000182,12,2.590390799963946,7.228997581294427,0.7826086956521912,0,0.2173913043478089,-0.00002202158114960665,10,0,1,0,0,0
1780223400,4540.9,4540.9,4539.4,4539.5,13.376,1.64855396117893,4540.349155998011,4537.798778048623,4515.9215068688345,4537.152,47.73105469238761,4544.505693779321,4542.055,4539.60430622068,0.0010791123310133046,-0.0212809575721251,14.907575867528204,-0.5150914183020733,1.0319479928704294,1.5470394111725025,4.300000000000182,7,2.6083465274774045,4.246145509846758,0.9333333333330908,0,0.0666666666669092,0,10,0,1,0,0,0
1780224300,4539.5,4539.5,4539.3,4539.5,6.5542,1.5450858210947076,4540.211141141058,4537.943924007501,4516.0277605318315,4537.290000000001,47.7310546923876,4544.540767309084,4541.885,4539.229232690916,0.001169455989785644,0.05097722759020238,14.636170420699637,-0.46025996184082585,1.0071129844404054,1.4673729462812313,4.300000000000182,7,2.783016931029496,4.530492678419918,0,0,1,-0.0007044268826908707,10,0,1,0,0,1
1780225200,4539.4,4539.8,4539.3,4539.8,2.6776,1.470436833873657,4540.086270556195,4538.16180934054,4516.02847933251,4537.436,48.87041044809476,4544.601047041659,4541.795,4538.9889529583415,0.0012356555245926029,0.14451772005562413,14.188151063787055,-0.19468402150984151,1.114084346721003,1.3087683682308446,4.300000000000182,7,2.9243010654680366,4.760490106575673,0.8000000000010914,0,0.1999999999989086,-0.00024224272721254695,11,0,1,0,0,0
1780226100,4539.8,4539.8,4538.8,4539.8,8.9953,1.4368342028826815,4539.992340027034,4538.355463876204,4516.024215856564,4537.611999999999,48.87041044809476,4544.638026548552,4541.7,4538.761973451447,0.0012938003604608158,0.1766537046889926,14.04996012699666,-0.1338637587047535,1.0053603407391811,1.1392240994439347,3.5,7,2.4359108329813175,4.871821665962635,0,0,1,0.0000660865734112087,11,0,1,0,0,1
1780227000,4539.8,4540.2,4539.8,4540.2,3.1206,1.362774616962464,4539.935926691126,4538.455249606549,4515.995119181374,4537.778,50.53765170377971,4544.544764300412,4541.575,4538.605235699588,0.0013078125101586796,0.2685001466599107,13.638771688354922,0.1937762162479797,1.280292699712753,1.0865164834647734,3.899999999999636,7,2.8618085129091138,5.136579382145043,1,0,0,0.00015420200462602007,11,0,1,0,0,0
1780227900,4540.2,4540.2,4540.1,4540.2,11.3639,1.2725764300365348,4539.884886053876,4538.543279033743,4515.938451328823,4537.9259999999995,50.53765170377971,4544.191617180878,4541.385,4538.578382819122,0.0012360181666508192,0.2888917647775189,13.256953852473307,0.24761887670291818,1.3018636265403427,1.0542447498374246,2.0999999999994543,7,1.6501955799536259,5.500651933180182,0,0,1,0.00008810960835271073,11,0,1,0,0,1
1780228800,4540.2,4541.2,4540.1,4541.2,1.2348,1.2602495421767432,4540.019658810649,4538.733738679478,4515.827620967342,4538.084,54.81010073603052,4543.755074551579,4541.24,4538.72492544842,0.0011076598248845452,0.49204794943854735,12.435443856015995,0.9365932300296125,1.956962679202466,1.0203694491728532,1.3999999999996362,7,1.1108910998543284,5.554455499273086,0.90909090909136,0,0.09090909090863993,0.0003083836292346879,12,0,1,0,0,1
1780229700,4541.2,4542.9,4541.2,4542.9,8.6582,1.2916602891641058,4540.027310352492,4538.650062652831,4515.736798868164,4538.295999999999,60.980551494322626,4543.629008061168,4541.209999999999,4538.79099193883,0.00106535837856819,0.8493167358822131,12.691663121258868,2.224028772585661,3.290290320776684,1.066261548191023,2.399999999999636,6.099999999999454,1.8580736902214352,4.722603962646441,1,0,0,0.0005946874587022198,12,0,1,0,0,1
1780230600,4542.9,4544.4,4542.9,4543.8,12.2664,1.3065416970809554,4539.996137937969,4538.6559425487985,4515.551358083407,4538.527999999999,63.79878477105793,4544.00503745292,4541.334999999999,4538.664962547078,0.0011758821813061364,0.9616040118284501,13.656926161355651,2.9113973710364003,3.9371552111152615,1.0257578400788614,4.099999999999454,5.199999999999818,3.1380552256078604,3.9799724812591406,0.6000000000003638,0.3999999999996362,0,0.0007929166116030932,12,0,1,0,0,0
1780231500,4543.8,4543.8,4543,4543,3.4141,1.2703601472894714,4539.939362896258,4538.434140880218,4515.449354520388,4538.732,59.673006430551084,4544.10722487202,4541.370000000001,4538.632775127981,0.00120546217199629,0.7977468195363616,14.553241841445521,2.4092672540715308,3.594145431532679,1.184878177461148,4.599999999999454,5.899999999999636,3.621020393165146,4.6443522434077344,1,0,0,0.00039637100325909055,12,0,1,0,0,1
1780232400,4543.4,4543.4,4543.3,4543.4,3.0159,1.2081915653401976,4539.983233096615,4538.111233394719,4515.346375868444,4538.941999999999,61.030002382431604,4544.211405342528,4541.4,4538.588594657471,0.001238122756211219,0.8556939957653049,15.385534972957544,2.828000957300937,4.377423876313047,1.5494229190121105,4.299999999999272,5.899999999999636,3.559038254656658,4.883331558715475,0,0,1,0.00011006185476237647,13,0,1,1,0,0
1780233300,4543.4,4543.4,4541.9,4542,35.2796,1.229035024958755,4539.927687087413,4537.910792869437,4515.243426854828,4539.124,54.160600781231615,4544.112744085453,4541.36,4538.607255914546,0.0012122994369324351,0.6162476387438744,15.041959333416258,1.6861300699357746,3.3271689150605277,1.6410388451247528,4.299999999999272,5.899999999999636,3.4986797875378497,4.800514127087333,0.9333333333330908,0,0.0666666666669092,-0.0003961441964875615,13,0,1,1,0,0
1780234200,4542,4542.1,4541,4541,15.5806,1.219818237461727,4539.867907364802,4537.384879423576,4515.160407682143,4539.264,49.8448856368623,4544.040306198581,4541.304999999999,4538.569693801418,0.0012046344381544001,0.4442475580690812,14.099215486003908,0.928083054040849,2.963655129428253,2.035572075387404,3.199999999999818,5.899999999999636,2.6233416600317234,4.836786185683467,0.9090909090906084,0.09090909090939157,0,-0.00044023772837332157,13,0,1,1,0,0
1780235100,4541.1,4541.1,4539,4540.4,8.5903,1.282688363357344,4539.870963806249,4537.224688073632,4515.045378749983,4539.338,47.40414543725075,4543.956859514114,4541.219999999999,4538.483140485885,0.0012053410819622295,0.3501932606019989,14.11670101922776,0.41244327840143286,2.4755131621031183,2.0630698837016856,3.399999999999636,5.899999999999636,2.650682813634001,4.599714294247445,0.3333333333336221,0,0.666666666666378,-0.0006602984549016155,13,0,1,1,0,1
1780236000,4540.4,4540.9,4540.2,4540.8,2.153,1.2410677659746636,4539.873729158035,4536.960974815843,4514.946419757445,4539.452,49.19038728283101,4543.827303481187,4541.14,4538.452696518813,0.0011835369449904529,0.43673956023568117,14.132937585792765,0.7463499313739091,3.0933243851857557,2.346974453811846,4.800000000000182,5.899999999999636,3.867637313286061,4.753970864246977,0.5714285714294994,0.14285714285640042,0.2857142857141001,-0.00026420079260233774,14,0,1,1,0,0
1780236900,4540.2,4540.2,4539.1,4540.1,1.9401,1.2738486398336033,4539.904802571555,4536.460544430908,4514.800684237471,4539.552,46.23136528055439,4543.809903668022,4541.085,4538.360096331978,0.0012001112809041483,0.3192596656610304,14.711223747796602,0.15323439719743995,2.8570549555774623,2.703820558380022,4.399999999999636,5.899999999999636,3.454099539309778,4.631633473165481,0.09090909090863993,0,0.90909090909136,-0.0001981942303456587,14,0,1,1,0,0
1780237800,4540.1,4540.2,4535.5,4538.5,125.7359,1.518573736988333,4539.913868993312,4535.913072100284,4514.581771956501,4539.622,40.268678982002506,4543.909169374587,4540.96,4538.010830625413,0.001298918895822357,0.08293341487978356,16.608997399733823,-0.9310506028607918,1.7035247197456154,2.6345753226064073,4.399999999999636,5.899999999999636,2.8974556143225603,3.8852245737507873,0.3404255319149842,0.021276595744565568,0.6382978723404502,-0.0004184653334507172,14,0,1,1,0,0
1780238700,4538.5,4538.8,4538.4,4538.4,1.5684,1.4386756129177767,4539.712548136806,4535.253735939488,4514.349117509173,4539.734,39.92211495295489,4543.998525496904,4540.905,4537.811474503095,0.0013625149598612948,0.09512213451824994,18.37121579081839,-0.9123308444383055,2.186916934061633,3.0992477784999384,6.600000000000364,8.899999999999636,4.587552566220894,6.186245127176066,0.25000000000056843,0.7499999999994316,0,-0.000528541226215765,14,0,1,1,0,1
1780239600,4538.4,4539,4538.4,4538.9,12.6564,1.3787702119951044,4539.444686409491,4534.686922765391,4514.1376835041065,4539.839999999999,42.58291318142606,4543.810981266093,4540.715,4537.619018733907,0.0013636536387300574,0.20687807127933316,19.85075969078656,-0.3950523479201855,3.0556775871395203,3.4507299350597056,5.600000000000364,8.899999999999636,4.061590503828094,6.455027765011823,0.8333333333328281,0.16666666666717195,0,-0.0002643113587808038,15,0,1,1,0,0
1780240500,4538.9,4538.9,4538.1,4538.9,3.1035,1.3374294825668307,4539.049954370492,4533.785474813807,4513.912432921976,4539.951999999999,42.58291318142606,4543.808289839648,4540.615,4537.421710160352,0.001406545077989682,0.2314681588394181,21.3311600472269,-0.11212132859849905,3.8241456860788565,3.9362670146773553,5.399999999999636,8.899999999999636,4.037596053016426,6.654556457749471,0,0,1,0.00008813484631478158,15,0,1,1,0,0
1780241400,4538.9,4540.6,4538.8,4538.9,32.9967,1.37047023381207,4538.788053954255,4533.076240507383,4513.690418664046,4540.063999999999,42.582913181426065,4543.830473771269,4540.584999999999,4537.3395262287295,0.0014295399254808114,0.24040770026924127,21.400475931882145,0.08168440509171611,4.249460768233931,4.167776363142214,4.699999999999818,8.899999999999636,3.429479812141852,6.494121346396259,0,0.9444444444447532,0.05555555555524678,0.00011017098536929316,15,0,1,1,0,0
1780242300,4538.9,4539.2,4538.8,4538.9,0.7557,1.301150931396896,4538.589191672897,4532.37128989925,4513.41588713505,4540.169999999999,42.58291318142606,4543.850739674184,4540.5549999999985,4537.259260325813,0.001451690233544501,0.24891827577254189,21.46484068191916,0.23887184768718414,5.017642414274454,4.77877056658727,5.100000000000364,8.899999999999636,3.9196067703883366,6.840098089500447,0,0.7500000000011369,0.24999999999886313,0,15,0,1,1,0,1
1780243200,4538.9,4539.2,4538.9,4539.1,1.7746,1.2296401505828451,4538.256887704049,4531.713592256142,4513.142097213308,4540.281999999999,43.9192316996798,4543.861616375348,4540.519999999999,4537.1783836246495,0.001471909109683066,0.2875279744147896,21.524607949810676,0.6856577475542963,6.006966949116998,5.321309201562701,2.5,8.899999999999636,2.0331151343870877,7.237889878417737,0.6666666666686878,0.3333333333313122,0,0.00004406353962429831,16,0,1,1,0,1
1780244100,4539.1,4539.4,4539,4539.4,1.832,1.1703801398269016,4537.880041256045,4531.093451383352,4512.875011668897,4540.409999999999,45.95126269309608,4543.863331681531,4540.499999999999,4537.136668318467,0.0014814807538958907,0.33647167390009597,21.416363601350614,1.2986880862311145,7.097308245401721,5.798620159170606,2.5,8.899999999999636,2.1360581190054613,7.60436690365913,0.7499999999988631,0,0.25000000000113687,0.00011015884906034502,16,0,1,1,0,0
1780245000,4539.4,4539.4,4539.3,4539.4,2.3272,1.0939244155535124,4537.662894469755,4530.423119956554,4512.640434438361,4540.521999999999,45.95126269309608,4543.855526468752,4540.459999999999,4537.064473531246,0.0014956750940446149,0.34391227549629394,21.31585099206627,1.5879575458288935,8.206124587596507,6.618167041767614,2.5,8.899999999999636,2.285349850917287,8.13584546926521,0,0,1,0.00011015884906034502,16,0,1,1,0,1
1780245900,4539.4,4541.3,4539.4,4541.3,7.3247,1.1515012430140148,4537.57119023454,4529.9163309386495,4512.329584344447,4540.669999999999,57.31235900214049,4543.927491758232,4540.514999999999,4537.102508241767,0.0015031298248027532,0.6150185928078898,19.83131334910056,3.2382160141659915,9.885937275720467,6.6477212615544765,1.800000000000182,8.899999999999636,1.563176775466385,7.729040723138251,1,0,0,0.0004846775792557595,16,0,1,1,0,0
